path,doc_id,category,page_count,acroform_field_count,acroform_set_count,radio_field_count,avg_chars_per_page,has_vector_drawings,error,in_qc_list,targetable_for_visual
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/MD/MD.0265/MD.0265.R04.00_Emailed.pdf,MD0265R0400,flattened,86,0,0,0,4369.732558139535,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/MD/MD.0265/MD.0265.R04.02_Emailed.pdf,MD0265R0402,flattened,91,0,0,0,4324.956043956044,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/MD/MD.0265/MD.0265.R04.00_Amended_Emailed.pdf,MD0265R0400,flattened,84,0,0,0,4241.714285714285,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/MD/MD.0265/MD.0265.R04.01_Emailed.pdf,MD0265R0401,flattened,90,0,0,0,4372.333333333333,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/MD/MD.0265/MD.0265.R04.04_Emailed.pdf,MD0265R0404,flattened,91,0,0,0,4326.472527472528,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/NE/NE.0454/NE_0454_R01_02_Approval_Letter.pdf,,flattened,2,0,0,0,1161.5,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/NE/NE.0454/NE_0454_R01_01_Approval_Letter.pdf,,flattened,2,0,0,0,1222.5,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/NE/NE.0454/NE_0454_R01_00_Approval_Letter.pdf,,flattened,2,0,0,0,1312.0,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/DE/DE.0136/DE.0136.R04.00.pdf,DE0136R0400,flattened,139,0,0,0,2666.431654676259,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/NY/NY.0238/NY0238R0603.pdf,NY0238R0603,flattened,310,0,0,0,2639.9,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/NY/NY.0444/NY0444R0203.pdf,NY0444R0203,flattened,269,0,0,0,2462.4052044609666,True,,False,True
