path,doc_id,category,page_count,acroform_field_count,acroform_set_count,radio_field_count,avg_chars_per_page,has_vector_drawings,error,in_qc_list,targetable_for_visual
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/IA/IA.0299/IA0299R0500.pdf,IA0299R0500,acroform_filled,383,1647,708,1647,2607.4464751958226,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/IA/IA.0299/IA0299R0501.pdf,IA0299R0501,flattened,392,0,0,0,2542.9591836734694,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/IA/IA.0345/IA0345R0500.PDF,IA0345R0500,acroform_filled,264,1288,509,1288,2592.2083333333335,False,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/IA/IA.0345/IA0345R0501.PDF,IA0345R0501,acroform_filled,272,1297,514,1297,2642.220588235294,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0653/CT0653R0300.PDF,CT0653R0300,acroform_filled,193,1226,500,1226,2206.777202072539,False,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0140/CT.0140.R05.00.pdf,CT0140R0500,flattened,114,0,0,0,2394.9122807017543,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0140/CT1040R0001.PDF,CT1040R0001,acroform_filled,154,1206,328,1206,2370.2012987012986,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0302/CT0302R0500.PDF,CT0302R0500,acroform_filled,211,1378,437,1378,2094.962085308057,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0993/CT0993R0200.PDF,CT0993R0200,acroform_filled,210,1491,471,1491,2095.5285714285715,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0426/CT0426R0400.PDF,CT0426R0400,acroform_filled,289,1396,545,1396,2236.622837370242,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0426/CT0426R0401.PDF,CT0426R0401,acroform_filled,289,1381,513,1381,2287.60553633218,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0426/CT0426R0402.PDF,CT0426R0402,acroform_filled,289,1381,521,1381,2302.9307958477507,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0437/CT0437R0400.PDF,CT0437R0400,acroform_filled,300,1408,533,1408,2280.25,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0437/CT0437R0401.PDF,CT0437R0401,acroform_filled,296,1391,497,1391,2304.1317567567567,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0437/CT0437R0403.PDF,CT0437R0403,acroform_filled,297,1391,506,1391,2313.107744107744,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0437/CT0437R0402.PDF,CT0437R0402,acroform_filled,296,1391,497,1391,2304.3986486486488,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.4110/CT4110R0800.PDF,CT4110R0800,acroform_filled,115,894,292,894,2235.504347826087,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0301/CT0301R0500.pdf,CT0301R0500,acroform_filled,166,1440,438,1440,2145.3012048192772,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0301/CT0301R0501.pdf,CT0301R0501,flattened,173,0,0,0,2086.543352601156,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.1085/CT1085R0100.pdf,CT1085R0100,acroform_filled,234,1436,500,1436,2117.6068376068374,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0881/CT0881R0200.pdf,CT0881R0200,acroform_filled,246,1287,466,1287,2306.390243902439,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0881/CT0881R0203.PDF,CT0881R0203,acroform_filled,246,1289,446,1289,2332.609756097561,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0881/CT0881R0206.PDF,CT0881R0206,acroform_filled,250,1289,447,1289,2365.452,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/CT/CT.0881/CT0881R0205.PDF,CT0881R0205,acroform_filled,251,1289,444,1289,2354.5179282868526,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/Aged and Disabled Adult Waiver Services Coverage and Limitations Handboo....pdf,,flattened,120,0,0,0,1829.2333333333333,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL Summary of Changes Feb 21 2012.pdf,,flattened,69,0,0,0,3057.2753623188405,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/Assisted Living Waiver Services Coverage and Limitations Handbook.pdf,,flattened,99,0,0,0,1519.979797979798,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0392/FL0392R0300.PDF,FL0392R0300,acroform_filled,169,916,298,916,2104.5029585798816,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.2346/FL2346R0000.PDF,FL2346R0000,acroform_filled,343,1331,443,1331,2172.0408163265306,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0010/FL.0010.R06.00.pdf,FL0010R0600,scanned,153,0,0,0,2809.3398692810456,False,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0342/FL0342R0400.PDF,FL0342R0400,acroform_filled,193,950,334,950,2215.419689119171,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0194/FL0194R0503.PDF,FL0194R0503,acroform_filled,189,1041,371,1041,2286.3597883597886,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0962/FL.0962.R00.01_Amendment_Approval_Letter.pdf,FL0962R0001,scanned,1,0,0,0,1882.0,False,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0962/FL0962R0200.PDF,FL0962R0200,acroform_filled,278,1475,575,1475,2207.8129496402876,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0962/FL0962R0201.PDF,FL0962R0201,acroform_filled,274,1471,555,1471,2229.434306569343,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0962/FL0962R0103.pdf,FL0962R0103,acroform_filled,272,1422,546,1422,2251.238970588235,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0962/FL.0962.R00.01.pdf,FL0962R0001,flattened,207,0,0,0,2442.454106280193,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0962/FL.0962.R00.02_Amendment_Approval_Letter.pdf,FL0962R0002,scanned,2,0,0,0,0.0,False,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.40166/FL40166R0600.pdf,FL40166R0600,flattened,118,0,0,0,2274.0677966101694,True,,False,True
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0867/FL0867R0300.PDF,FL0867R0300,acroform_filled,314,1501,496,1501,2151.184713375796,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.40205/FL40205R0300.pdf,FL40205R0300,acroform_filled,137,911,267,911,2147.4379562043796,True,,False,False
/Users/vigneshrbabu/Documents/HealthPolicyManagement/1915(c) waivers/FL/FL.0315/FL.0315_AmendmentEffJuly2008.pdf,,scanned,10,0,0,0,0.0,False,,False,False
